"idDate","date","numWeek","nameOf","continuousHoliday","nameDay","checkHoliday","nameType"
"383","2021-01-17","3","Normal Day","no","Sunday","holiday","weekEnd"
"384","2021-01-18","3","Normal Day","no","Monday","not holiday","weekDay"
"385","2021-01-19","3","Normal Day","no","Tuesday","not holiday","weekDay"
"386","2021-01-20","3","Normal Day","no","Wednesday","not holiday","weekDay"
"387","2021-01-21","3","Normal Day","no","Thursday","not holiday","weekDay"
"388","2021-01-22","4","Normal Day","no","Friday","not holiday","weekDay"
"389","2021-01-23","4","Normal Day","no","Saturday","holiday","weekEnd"
"390","2021-01-24","4","Normal Day","no","Sunday","holiday","weekEnd"
"391","2021-01-25","4","Normal Day","no","Monday","not holiday","weekDay"
"392","2021-01-26","4","Normal Day","no","Tuesday","not holiday","weekDay"
"393","2021-01-27","4","Normal Day","no","Wednesday","not holiday","weekDay"
"394","2021-01-28","4","Normal Day","no","Thursday","not holiday","weekDay"
"395","2021-01-29","5","Normal Day","no","Friday","not holiday","weekDay"
"396","2021-01-30","5","Normal Day","no","Saturday","holiday","weekEnd"
"397","2021-01-31","5","Normal Day","no","Sunday","holiday","weekEnd"
"398","2021-02-01","5","Normal Day","no","Monday","not holiday","weekDay"
"399","2021-02-02","5","Normal Day","no","Tuesday","not holiday","weekDay"
"400","2021-02-03","5","Normal Day","no","Wednesday","not holiday","weekDay"
"401","2021-02-04","5","Normal Day","no","Thursday","not holiday","weekDay"
"402","2021-02-05","6","Normal Day","no","Friday","not holiday","weekDay"
"403","2021-02-06","6","Normal Day","no","Saturday","holiday","weekEnd"
"404","2021-02-07","6","Normal Day","no","Sunday","holiday","weekEnd"
"405","2021-02-08","6","Normal Day","no","Monday","not holiday","weekDay"
"406","2021-02-09","6","Normal Day","no","Tuesday","not holiday","weekDay"
"407","2021-02-10","6","Normal Day","no","Wednesday","not holiday","weekDay"
"408","2021-02-11","6","Normal Day","no","Thursday","not holiday","weekDay"
"409","2021-02-12","7","Special Holidays","yes","Friday","holiday","Spacial"
"410","2021-02-13","7","Normal Day","yes","Saturday","holiday","weekEnd"
"411","2021-02-14","7","Normal Day","yes","Sunday","holiday","weekEnd"
"412","2021-02-15","7","Normal Day","no","Monday","not holiday","weekDay"
"413","2021-02-16","7","Normal Day","no","Tuesday","not holiday","weekDay"
"414","2021-02-17","7","Normal Day","no","Wednesday","not holiday","weekDay"
"415","2021-02-18","7","Normal Day","no","Thursday","not holiday","weekDay"
"416","2021-02-19","8","Normal Day","no","Friday","not holiday","weekDay"
"417","2021-02-20","8","Normal Day","no","Saturday","holiday","weekEnd"
"418","2021-02-21","8","Normal Day","no","Sunday","holiday","weekEnd"
"419","2021-02-22","8","Normal Day","no","Monday","not holiday","weekDay"
"420","2021-02-23","8","Normal Day","no","Tuesday","not holiday","weekDay"
"421","2021-02-24","8","Normal Day","no","Wednesday","not holiday","weekDay"
"422","2021-02-25","8","Normal Day","no","Thursday","not holiday","weekDay"
"423","2021-02-26","9","Makha Bucha Day","yes","Friday","holiday","Spacial"
"424","2021-02-27","9","Normal Day","yes","Saturday","holiday","weekEnd"
"425","2021-02-28","9","Normal Day","yes","Sunday","holiday","weekEnd"
"426","2021-03-01","9","Normal Day","no","Monday","not holiday","weekDay"
"427","2021-03-02","9","Normal Day","no","Tuesday","not holiday","weekDay"
"428","2021-03-03","9","Normal Day","no","Wednesday","not holiday","weekDay"
"429","2021-03-04","9","Normal Day","no","Thursday","not holiday","weekDay"
"430","2021-03-05","10","Normal Day","no","Friday","not holiday","weekDay"
"431","2021-03-06","10","Normal Day","no","Saturday","holiday","weekEnd"
"432","2021-03-07","10","Normal Day","no","Sunday","holiday","weekEnd"
"433","2021-03-08","10","Normal Day","no","Monday","not holiday","weekDay"
"434","2021-03-09","10","Normal Day","no","Tuesday","not holiday","weekDay"
"435","2021-03-10","10","Normal Day","no","Wednesday","not holiday","weekDay"
"436","2021-03-11","10","Normal Day","no","Thursday","not holiday","weekDay"
"437","2021-03-12","11","Normal Day","no","Friday","not holiday","weekDay"
"438","2021-03-13","11","Normal Day","no","Saturday","holiday","weekEnd"
"439","2021-03-14","11","Normal Day","no","Sunday","holiday","weekEnd"
"440","2021-03-15","11","Normal Day","no","Monday","not holiday","weekDay"
"441","2021-03-16","11","Normal Day","no","Tuesday","not holiday","weekDay"
"442","2021-03-17","11","Normal Day","no","Wednesday","not holiday","weekDay"
"443","2021-03-18","11","Normal Day","no","Thursday","not holiday","weekDay"
"444","2021-03-19","12","Normal Day","no","Friday","not holiday","weekDay"
"445","2021-03-20","12","Normal Day","no","Saturday","holiday","weekEnd"
"446","2021-03-21","12","Normal Day","no","Sunday","holiday","weekEnd"
"447","2021-03-22","12","Normal Day","no","Monday","not holiday","weekDay"
"448","2021-03-23","12","Normal Day","no","Tuesday","not holiday","weekDay"
"449","2021-03-24","12","Normal Day","no","Wednesday","not holiday","weekDay"
"450","2021-03-25","12","Normal Day","no","Thursday","not holiday","weekDay"
"451","2021-03-26","13","Normal Day","no","Friday","not holiday","weekDay"
"452","2021-03-27","13","Normal Day","no","Saturday","holiday","weekEnd"
"453","2021-03-28","13","Normal Day","no","Sunday","holiday","weekEnd"
"454","2021-03-29","13","Normal Day","no","Monday","not holiday","weekDay"
"455","2021-03-30","13","Normal Day","no","Tuesday","not holiday","weekDay"
"456","2021-03-31","13","Normal Day","no","Wednesday","not holiday","weekDay"
"457","2021-04-01","13","Normal Day","no","Thursday","not holiday","weekDay"
"458","2021-04-02","14","Normal Day","no","Friday","not holiday","weekDay"
"459","2021-04-03","14","Normal Day","no","Saturday","holiday","weekEnd"
"460","2021-04-04","14","Normal Day","no","Sunday","holiday","weekEnd"
"461","2021-04-05","14","Normal Day","no","Monday","not holiday","weekDay"
"462","2021-04-06","14","Chakri Memorial Day","no","Tuesday","holiday","Spacial"
"463","2021-04-07","14","Normal Day","no","Wednesday","not holiday","weekDay"
"464","2021-04-08","14","Normal Day","no","Thursday","not holiday","weekDay"
"465","2021-04-09","15","Normal Day","no","Friday","not holiday","weekDay"
"466","2021-04-10","15","Normal Day","yes","Saturday","holiday","weekEnd"
"467","2021-04-11","15","Normal Day","yes","Sunday","holiday","weekEnd"
"468","2021-04-12","15","Special Holidays","yes","Monday","holiday","Spacial"
"469","2021-04-13","15","Songkran Festival","yes","Tuesday","holiday","Spacial"
"470","2021-04-14","15","Songkran Festival","yes","Wednesday","holiday","Spacial"
"471","2021-04-15","15","Songkran Festival","yes","Thursday","holiday","Spacial"
"472","2021-04-16","16","Normal Day","no","Friday","not holiday","weekDay"
"473","2021-04-17","16","Normal Day","no","Saturday","holiday","weekEnd"
"474","2021-04-18","16","Normal Day","no","Sunday","holiday","weekEnd"
"475","2021-04-19","16","Normal Day","no","Monday","not holiday","weekDay"
"476","2021-04-20","16","Normal Day","no","Tuesday","not holiday","weekDay"
"477","2021-04-21","16","Normal Day","no","Wednesday","not holiday","weekDay"
"478","2021-04-22","16","Normal Day","no","Thursday","not holiday","weekDay"
"479","2021-04-23","17","Normal Day","no","Friday","not holiday","weekDay"
"480","2021-04-24","17","Normal Day","no","Saturday","holiday","weekEnd"
"481","2021-04-25","17","Normal Day","no","Sunday","holiday","weekEnd"
"482","2021-04-26","17","Normal Day","no","Monday","not holiday","weekDay"
"483","2021-04-27","17","Normal Day","no","Tuesday","not holiday","weekDay"
"484","2021-04-28","17","Normal Day","no","Wednesday","not holiday","weekDay"
"485","2021-04-29","17","Normal Day","no","Thursday","not holiday","weekDay"
"486","2021-04-30","18","Normal Day","no","Friday","not holiday","weekDay"
"487","2021-05-01","18","Labour Day","yes","Saturday","holiday","Spacial"
"488","2021-05-02","18","Normal Day","yes","Sunday","holiday","weekEnd"
"489","2021-05-03","18","Compensatory Holiday","yes","Monday","holiday","Spacial"
"490","2021-05-04","18","Coronation Day","yes","Tuesday","holiday","Spacial"
"491","2021-05-05","18","Normal Day","no","Wednesday","not holiday","weekDay"
"492","2021-05-06","18","Normal Day","no","Thursday","not holiday","weekDay"
"493","2021-05-07","19","Normal Day","no","Friday","not holiday","weekDay"
"494","2021-05-08","19","Normal Day","no","Saturday","holiday","weekEnd"
"495","2021-05-09","19","Normal Day","no","Sunday","holiday","weekEnd"
"496","2021-05-10","19","Normal Day","no","Monday","not holiday","weekDay"
"497","2021-05-11","19","Normal Day","no","Tuesday","not holiday","weekDay"
"498","2021-05-12","19","Normal Day","no","Wednesday","not holiday","weekDay"
"499","2021-05-13","19","Normal Day","no","Thursday","not holiday","weekDay"
"500","2021-05-14","20","Normal Day","no","Friday","not holiday","weekDay"
"501","2021-05-15","20","Normal Day","no","Saturday","holiday","weekEnd"
"502","2021-05-16","20","Normal Day","no","Sunday","holiday","weekEnd"
"503","2021-05-17","20","Normal Day","no","Monday","not holiday","weekDay"
"504","2021-05-18","20","Normal Day","no","Tuesday","not holiday","weekDay"
"505","2021-05-19","20","Normal Day","no","Wednesday","not holiday","weekDay"
"506","2021-05-20","20","Normal Day","no","Thursday","not holiday","weekDay"
"507","2021-05-21","21","Normal Day","no","Friday","not holiday","weekDay"
"508","2021-05-22","21","Normal Day","no","Saturday","holiday","weekEnd"
"509","2021-05-23","21","Normal Day","no","Sunday","holiday","weekEnd"
"510","2021-05-24","21","Normal Day","no","Monday","not holiday","weekDay"
"511","2021-05-25","21","Normal Day","no","Tuesday","not holiday","weekDay"
"512","2021-05-26","21","Vesak Day","no","Wednesday","holiday","Spacial"
"513","2021-05-27","21","Normal Day","no","Thursday","not holiday","weekDay"
"514","2021-05-28","22","Normal Day","no","Friday","not holiday","weekDay"
"515","2021-05-29","22","Normal Day","no","Saturday","holiday","weekEnd"
"516","2021-05-30","22","Normal Day","no","Sunday","holiday","weekEnd"
"517","2021-05-31","22","Normal Day","no","Monday","not holiday","weekDay"
"518","2021-06-01","22","Normal Day","no","Tuesday","not holiday","weekDay"
"519","2021-06-02","22","Normal Day","no","Wednesday","not holiday","weekDay"
"520","2021-06-03","22","H.M. The Queen Suthida's Birthday","no","Thursday","holiday","Spacial"
"521","2021-06-04","23","Normal Day","no","Friday","not holiday","weekDay"
"522","2021-06-05","23","Normal Day","no","Saturday","holiday","weekEnd"
"523","2021-06-06","23","Normal Day","no","Sunday","holiday","weekEnd"
"524","2021-06-07","23","Normal Day","no","Monday","not holiday","weekDay"
"525","2021-06-08","23","Normal Day","no","Tuesday","not holiday","weekDay"
"526","2021-06-09","23","Normal Day","no","Wednesday","not holiday","weekDay"
"527","2021-06-10","23","Normal Day","no","Thursday","not holiday","weekDay"
"528","2021-06-11","24","Normal Day","no","Friday","not holiday","weekDay"
"529","2021-06-12","24","Normal Day","no","Saturday","holiday","weekEnd"
"530","2021-06-13","24","Normal Day","no","Sunday","holiday","weekEnd"
"531","2021-06-14","24","Normal Day","no","Monday","not holiday","weekDay"
"532","2021-06-15","24","Normal Day","no","Tuesday","not holiday","weekDay"
"533","2021-06-16","24","Normal Day","no","Wednesday","not holiday","weekDay"
"534","2021-06-17","24","Normal Day","no","Thursday","not holiday","weekDay"
"535","2021-06-18","25","Normal Day","no","Friday","not holiday","weekDay"
"536","2021-06-19","25","Normal Day","no","Saturday","holiday","weekEnd"
"537","2021-06-20","25","Normal Day","no","Sunday","holiday","weekEnd"
"538","2021-06-21","25","Normal Day","no","Monday","not holiday","weekDay"
"539","2021-06-22","25","Normal Day","no","Tuesday","not holiday","weekDay"
"540","2021-06-23","25","Normal Day","no","Wednesday","not holiday","weekDay"
"541","2021-06-24","25","Normal Day","no","Thursday","not holiday","weekDay"
"542","2021-06-25","26","Normal Day","no","Friday","not holiday","weekDay"
"543","2021-06-26","26","Normal Day","no","Saturday","holiday","weekEnd"
"544","2021-06-27","26","Normal Day","no","Sunday","holiday","weekEnd"
"545","2021-06-28","26","Normal Day","no","Monday","not holiday","weekDay"
"546","2021-06-29","26","Normal Day","no","Tuesday","not holiday","weekDay"
"547","2021-06-30","26","Normal Day","no","Wednesday","not holiday","weekDay"
"548","2021-07-01","26","Normal Day","no","Thursday","not holiday","weekDay"
"549","2021-07-02","27","Normal Day","no","Friday","not holiday","weekDay"
"550","2021-07-03","27","Normal Day","no","Saturday","holiday","weekEnd"
"551","2021-07-04","27","Normal Day","no","Sunday","holiday","weekEnd"
"552","2021-07-05","27","Normal Day","no","Monday","not holiday","weekDay"
"553","2021-07-06","27","Normal Day","no","Tuesday","not holiday","weekDay"
"554","2021-07-07","27","Normal Day","no","Wednesday","not holiday","weekDay"
"555","2021-07-08","27","Normal Day","no","Thursday","not holiday","weekDay"
"556","2021-07-09","28","Normal Day","no","Friday","not holiday","weekDay"
"557","2021-07-10","28","Normal Day","no","Saturday","holiday","weekEnd"
"558","2021-07-11","28","Normal Day","no","Sunday","holiday","weekEnd"
"559","2021-07-12","28","Normal Day","no","Monday","not holiday","weekDay"
"560","2021-07-13","28","Normal Day","no","Tuesday","not holiday","weekDay"
"561","2021-07-14","28","Normal Day","no","Wednesday","not holiday","weekDay"
"562","2021-07-15","28","Normal Day","no","Thursday","not holiday","weekDay"
"563","2021-07-16","29","Normal Day","no","Friday","not holiday","weekDay"
"564","2021-07-17","29","Normal Day","no","Saturday","holiday","weekEnd"
"565","2021-07-18","29","Normal Day","no","Sunday","holiday","weekEnd"
"566","2021-07-19","29","Normal Day","no","Monday","not holiday","weekDay"
"567","2021-07-20","29","Normal Day","no","Tuesday","not holiday","weekDay"
"568","2021-07-21","29","Normal Day","no","Wednesday","not holiday","weekDay"
"569","2021-07-22","29","Normal Day","no","Thursday","not holiday","weekDay"
"570","2021-07-23","30","Normal Day","no","Friday","not holiday","weekDay"
"571","2021-07-24","30","Asalha Puja Day","yes","Saturday","holiday","Spacial"
"572","2021-07-25","30","Buddhist Lent Day","yes","Sunday","holiday","Spacial"
"573","2021-07-26","30","Compensatory Holiday","yes","Monday","holiday","Spacial"
"574","2021-07-27","30","Normal Day","no","Tuesday","not holiday","weekDay"
"575","2021-07-28","30","H.M.King Maha Vajiralongkorn's Birthday","no","Wednesday","holiday","Spacial"
"576","2021-07-29","30","Normal Day","no","Thursday","not holiday","weekDay"
"577","2021-07-30","31","Normal Day","no","Friday","not holiday","weekDay"
"578","2021-07-31","31","Normal Day","no","Saturday","holiday","weekEnd"
"579","2021-08-01","31","Normal Day","no","Sunday","holiday","weekEnd"
"580","2021-08-02","31","Normal Day","no","Monday","not holiday","weekDay"
"581","2021-08-03","31","Normal Day","no","Tuesday","not holiday","weekDay"
"582","2021-08-04","31","Normal Day","no","Wednesday","not holiday","weekDay"
"583","2021-08-05","31","Normal Day","no","Thursday","not holiday","weekDay"
"584","2021-08-06","32","Normal Day","no","Friday","not holiday","weekDay"
"585","2021-08-07","32","Normal Day","no","Saturday","holiday","weekEnd"
"586","2021-08-08","32","Normal Day","no","Sunday","holiday","weekEnd"
"587","2021-08-09","32","Normal Day","no","Monday","not holiday","weekDay"
"588","2021-08-10","32","Normal Day","no","Tuesday","not holiday","weekDay"
"589","2021-08-11","32","Normal Day","no","Wednesday","not holiday","weekDay"
"590","2021-08-12","32","Mother's Day","no","Thursday","holiday","Spacial"
"591","2021-08-13","33","Normal Day","no","Friday","not holiday","weekDay"
"592","2021-08-14","33","Normal Day","no","Saturday","holiday","weekEnd"
"593","2021-08-15","33","Normal Day","no","Sunday","holiday","weekEnd"
"594","2021-08-16","33","Normal Day","no","Monday","not holiday","weekDay"
"595","2021-08-17","33","Normal Day","no","Tuesday","not holiday","weekDay"
"596","2021-08-18","33","Normal Day","no","Wednesday","not holiday","weekDay"
"597","2021-08-19","33","Normal Day","no","Thursday","not holiday","weekDay"
"598","2021-08-20","34","Normal Day","no","Friday","not holiday","weekDay"
"599","2021-08-21","34","Normal Day","no","Saturday","holiday","weekEnd"
"600","2021-08-22","34","Normal Day","no","Sunday","holiday","weekEnd"
"601","2021-08-23","34","Normal Day","no","Monday","not holiday","weekDay"
"602","2021-08-24","34","Normal Day","no","Tuesday","not holiday","weekDay"
"603","2021-08-25","34","Normal Day","no","Wednesday","not holiday","weekDay"
"604","2021-08-26","34","Normal Day","no","Thursday","not holiday","weekDay"
"605","2021-08-27","35","Normal Day","no","Friday","not holiday","weekDay"
"606","2021-08-28","35","Normal Day","no","Saturday","holiday","weekEnd"
"607","2021-08-29","35","Normal Day","no","Sunday","holiday","weekEnd"
"608","2021-08-30","35","Normal Day","no","Monday","not holiday","weekDay"
"609","2021-08-31","35","Normal Day","no","Tuesday","not holiday","weekDay"
"610","2021-09-01","35","Normal Day","no","Wednesday","not holiday","weekDay"
"611","2021-09-02","35","Normal Day","no","Thursday","not holiday","weekDay"
"612","2021-09-03","36","Normal Day","no","Friday","not holiday","weekDay"
"613","2021-09-04","36","Normal Day","no","Saturday","holiday","weekEnd"
"614","2021-09-05","36","Normal Day","no","Sunday","holiday","weekEnd"
"615","2021-09-06","36","Normal Day","no","Monday","not holiday","weekDay"
"616","2021-09-07","36","Normal Day","no","Tuesday","not holiday","weekDay"
"617","2021-09-08","36","Normal Day","no","Wednesday","not holiday","weekDay"
"618","2021-09-09","36","Normal Day","no","Thursday","not holiday","weekDay"
"619","2021-09-10","37","Normal Day","no","Friday","not holiday","weekDay"
"620","2021-09-11","37","Normal Day","no","Saturday","holiday","weekEnd"
"621","2021-09-12","37","Normal Day","no","Sunday","holiday","weekEnd"
"622","2021-09-13","37","Normal Day","no","Monday","not holiday","weekDay"
"623","2021-09-14","37","Normal Day","no","Tuesday","not holiday","weekDay"
"624","2021-09-15","37","Normal Day","no","Wednesday","not holiday","weekDay"
"625","2021-09-16","37","Normal Day","no","Thursday","not holiday","weekDay"
"626","2021-09-17","38","Normal Day","no","Friday","not holiday","weekDay"
"627","2021-09-18","38","Normal Day","no","Saturday","holiday","weekEnd"
"628","2021-09-19","38","Normal Day","no","Sunday","holiday","weekEnd"
"629","2021-09-20","38","Normal Day","no","Monday","not holiday","weekDay"
"630","2021-09-21","38","Normal Day","no","Tuesday","not holiday","weekDay"
"631","2021-09-22","38","Normal Day","no","Wednesday","not holiday","weekDay"
"632","2021-09-23","38","Normal Day","no","Thursday","not holiday","weekDay"
"633","2021-09-24","39","Special Holidays","yes","Friday","holiday","Spacial"
"634","2021-09-25","39","Normal Day","yes","Saturday","holiday","weekEnd"
"635","2021-09-26","39","Normal Day","yes","Sunday","holiday","weekEnd"
"636","2021-09-27","39","Normal Day","no","Monday","not holiday","weekDay"
"637","2021-09-28","39","Normal Day","no","Tuesday","not holiday","weekDay"
"638","2021-09-29","39","Normal Day","no","Wednesday","not holiday","weekDay"
"639","2021-09-30","39","Normal Day","no","Thursday","not holiday","weekDay"
"640","2021-10-01","40","Normal Day","no","Friday","not holiday","weekDay"
"641","2021-10-02","40","Normal Day","no","Saturday","holiday","weekEnd"
"642","2021-10-03","40","Normal Day","no","Sunday","holiday","weekEnd"
"643","2021-10-04","40","Normal Day","no","Monday","not holiday","weekDay"
"644","2021-10-05","40","Normal Day","no","Tuesday","not holiday","weekDay"
"645","2021-10-06","40","Normal Day","no","Wednesday","not holiday","weekDay"
"646","2021-10-07","40","Normal Day","no","Thursday","not holiday","weekDay"
"647","2021-10-08","41","Normal Day","no","Friday","not holiday","weekDay"
"648","2021-10-09","41","Normal Day","no","Saturday","holiday","weekEnd"
"649","2021-10-10","41","Normal Day","no","Sunday","holiday","weekEnd"
"650","2021-10-11","41","Normal Day","no","Monday","not holiday","weekDay"
"651","2021-10-12","41","Normal Day","no","Tuesday","not holiday","weekDay"
"652","2021-10-13","41","H.M. King Bhumibol Adulyadej Memorial Day","no","Wednesday","holiday","Spacial"
"653","2021-10-14","41","Normal Day","no","Thursday","not holiday","weekDay"
"654","2021-10-15","42","Normal Day","no","Friday","not holiday","weekDay"
"655","2021-10-16","42","Normal Day","no","Saturday","holiday","weekEnd"
"656","2021-10-17","42","Normal Day","no","Sunday","holiday","weekEnd"
"657","2021-10-18","42","Normal Day","no","Monday","not holiday","weekDay"
"658","2021-10-19","42","Normal Day","no","Tuesday","not holiday","weekDay"
"659","2021-10-20","42","Normal Day","no","Wednesday","not holiday","weekDay"
"660","2021-10-21","42","The End of Buddhist Lent Day","yes","Thursday","holiday","Spacial"
"661","2021-10-22","43","Compensatory Holiday","yes","Friday","holiday","Spacial"
"662","2021-10-23","43","Chulalongkorn Day","yes","Saturday","holiday","Spacial"
"663","2021-10-24","43","Normal Day","yes","Sunday","holiday","weekEnd"
"664","2021-10-25","43","Normal Day","no","Monday","not holiday","weekDay"
"665","2021-10-26","43","Normal Day","no","Tuesday","not holiday","weekDay"
"666","2021-10-27","43","Normal Day","no","Wednesday","not holiday","weekDay"
"667","2021-10-28","43","Normal Day","no","Thursday","not holiday","weekDay"
"668","2021-10-29","44","Normal Day","no","Friday","not holiday","weekDay"
"669","2021-10-30","44","Normal Day","no","Saturday","holiday","weekEnd"
"670","2021-10-31","44","Normal Day","no","Sunday","holiday","weekEnd"
"671","2021-11-01","44","Normal Day","no","Monday","not holiday","weekDay"
"672","2021-11-02","44","Normal Day","no","Tuesday","not holiday","weekDay"
"673","2021-11-03","44","Normal Day","no","Wednesday","not holiday","weekDay"
"674","2021-11-04","44","Normal Day","no","Thursday","not holiday","weekDay"
"675","2021-11-05","45","Normal Day","no","Friday","not holiday","weekDay"
"676","2021-11-06","45","Normal Day","no","Saturday","holiday","weekEnd"
"677","2021-11-07","45","Normal Day","no","Sunday","holiday","weekEnd"
"678","2021-11-08","45","Normal Day","no","Monday","not holiday","weekDay"
"679","2021-11-09","45","Normal Day","no","Tuesday","not holiday","weekDay"
"680","2021-11-10","45","Normal Day","no","Wednesday","not holiday","weekDay"
"681","2021-11-11","45","Normal Day","no","Thursday","not holiday","weekDay"
"682","2021-11-12","46","Normal Day","no","Friday","not holiday","weekDay"
"683","2021-11-13","46","Normal Day","no","Saturday","holiday","weekEnd"
"684","2021-11-14","46","Normal Day","no","Sunday","holiday","weekEnd"
"685","2021-11-15","46","Normal Day","no","Monday","not holiday","weekDay"
"686","2021-11-16","46","Normal Day","no","Tuesday","not holiday","weekDay"
"687","2021-11-17","46","Normal Day","no","Wednesday","not holiday","weekDay"
"688","2021-11-18","46","Normal Day","no","Thursday","not holiday","weekDay"
"689","2021-11-19","47","Normal Day","no","Friday","not holiday","weekDay"
"690","2021-11-20","47","Normal Day","no","Saturday","holiday","weekEnd"
"691","2021-11-21","47","Normal Day","no","Sunday","holiday","weekEnd"
"692","2021-11-22","47","Normal Day","no","Monday","not holiday","weekDay"
"693","2021-11-23","47","Normal Day","no","Tuesday","not holiday","weekDay"
"694","2021-11-24","47","Normal Day","no","Wednesday","not holiday","weekDay"
"695","2021-11-25","47","Normal Day","no","Thursday","not holiday","weekDay"
"696","2021-11-26","48","Normal Day","no","Friday","not holiday","weekDay"
"697","2021-11-27","48","Normal Day","no","Saturday","holiday","weekEnd"
"698","2021-11-28","48","Normal Day","no","Sunday","holiday","weekEnd"
"699","2021-11-29","48","Normal Day","no","Monday","not holiday","weekDay"
"700","2021-11-30","48","Normal Day","no","Tuesday","not holiday","weekDay"
"701","2021-12-01","48","Normal Day","no","Wednesday","not holiday","weekDay"
"702","2021-12-02","48","Normal Day","no","Thursday","not holiday","weekDay"
"703","2021-12-03","49","Normal Day","no","Friday","not holiday","weekDay"
"704","2021-12-04","49","Normal Day","yes","Saturday","holiday","weekEnd"
"705","2021-12-05","49","Father's Day","yes","Sunday","holiday","Spacial"
"706","2021-12-06","49","Compensatory Holiday","yes","Monday","holiday","Spacial"
"707","2021-12-07","49","Normal Day","no","Tuesday","not holiday","weekDay"
"708","2021-12-08","49","Normal Day","no","Wednesday","not holiday","weekDay"
"709","2021-12-09","49","Normal Day","no","Thursday","not holiday","weekDay"
"710","2021-12-10","50","Constitution Day","yes","Friday","holiday","Spacial"
"711","2021-12-11","50","Normal Day","yes","Saturday","holiday","weekEnd"
"712","2021-12-12","50","Normal Day","yes","Sunday","holiday","weekEnd"
"713","2021-12-13","50","Normal Day","no","Monday","not holiday","weekDay"
"714","2021-12-14","50","Normal Day","no","Tuesday","not holiday","weekDay"
"715","2021-12-15","50","Normal Day","no","Wednesday","not holiday","weekDay"
"716","2021-12-16","50","Normal Day","no","Thursday","not holiday","weekDay"
"717","2021-12-17","51","Normal Day","no","Friday","not holiday","weekDay"
"718","2021-12-18","51","Normal Day","no","Saturday","holiday","weekEnd"
"719","2021-12-19","51","Normal Day","no","Sunday","holiday","weekEnd"
"720","2021-12-20","51","Normal Day","no","Monday","not holiday","weekDay"
"721","2021-12-21","51","Normal Day","no","Tuesday","not holiday","weekDay"
"722","2021-12-22","51","Normal Day","no","Wednesday","not holiday","weekDay"
"723","2021-12-23","51","Normal Day","no","Thursday","not holiday","weekDay"
"724","2021-12-24","52","Normal Day","no","Friday","not holiday","weekDay"
"725","2021-12-25","52","Normal Day","no","Saturday","holiday","weekEnd"
"726","2021-12-26","52","Normal Day","no","Sunday","holiday","weekEnd"
"727","2021-12-27","52","Normal Day","no","Monday","not holiday","weekDay"
"728","2021-12-28","52","Normal Day","no","Tuesday","not holiday","weekDay"
"729","2021-12-29","52","Normal Day","no","Wednesday","not holiday","weekDay"
"730","2021-12-30","52","Normal Day","no","Thursday","not holiday","weekDay"
"731","2021-12-31","53","New Year's Eve","yes","Friday","holiday","Spacial"
"732","2022-01-01","1","New Year's Day","yes","Saturday","holiday","Spacial"
"733","2022-01-02","1","Normal Day","yes","Sunday","holiday","weekEnd"
"734","2022-01-03","1","Compensatory Holiday","yes","Monday","holiday","Spacial"
"735","2022-01-04","1","Normal Day","no","Tuesday","not holiday","weekDay"
"736","2022-01-05","1","Normal Day","no","Wednesday","not holiday","weekDay"
"737","2022-01-06","1","Normal Day","no","Thursday","not holiday","weekDay"
"738","2022-01-07","1","Normal Day","no","Friday","not holiday","weekDay"
"739","2022-01-08","2","Normal Day","no","Saturday","holiday","weekEnd"
"740","2022-01-09","2","Normal Day","no","Sunday","holiday","weekEnd"
"741","2022-01-10","2","Normal Day","no","Monday","not holiday","weekDay"
"742","2022-01-11","2","Normal Day","no","Tuesday","not holiday","weekDay"
"743","2022-01-12","2","Normal Day","no","Wednesday","not holiday","weekDay"
"744","2022-01-13","2","Normal Day","no","Thursday","not holiday","weekDay"
"745","2022-01-14","2","Normal Day","no","Friday","not holiday","weekDay"
"746","2022-01-15","3","Normal Day","no","Saturday","holiday","weekEnd"
"747","2022-01-16","3","Normal Day","no","Sunday","holiday","weekEnd"
"748","2022-01-17","3","Normal Day","no","Monday","not holiday","weekDay"
"749","2022-01-18","3","Normal Day","no","Tuesday","not holiday","weekDay"
"750","2022-01-19","3","Normal Day","no","Wednesday","not holiday","weekDay"
"751","2022-01-20","3","Normal Day","no","Thursday","not holiday","weekDay"
"752","2022-01-21","3","Normal Day","no","Friday","not holiday","weekDay"
"753","2022-01-22","4","Normal Day","no","Saturday","holiday","weekEnd"
"754","2022-01-23","4","Normal Day","no","Sunday","holiday","weekEnd"
"755","2022-01-24","4","Normal Day","no","Monday","not holiday","weekDay"
"756","2022-01-25","4","Normal Day","no","Tuesday","not holiday","weekDay"
"757","2022-01-26","4","Normal Day","no","Wednesday","not holiday","weekDay"
"758","2022-01-27","4","Normal Day","no","Thursday","not holiday","weekDay"
"759","2022-01-28","4","Normal Day","no","Friday","not holiday","weekDay"
"760","2022-01-29","5","Normal Day","no","Saturday","holiday","weekEnd"
"761","2022-01-30","5","Normal Day","no","Sunday","holiday","weekEnd"
"762","2022-01-31","5","Normal Day","no","Monday","not holiday","weekDay"
"763","2022-02-01","5","Normal Day","no","Tuesday","not holiday","weekDay"
"764","2022-02-02","5","Normal Day","no","Wednesday","not holiday","weekDay"
"765","2022-02-03","5","Normal Day","no","Thursday","not holiday","weekDay"
"766","2022-02-04","5","Normal Day","no","Friday","not holiday","weekDay"
